Class,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20,x21,y21,z21
Thumbs Up,0.6488825082778931,0.8170297741889954,-3.085586115503247e-07,0.6090918779373169,0.7038458585739136,0.004511095117777586,0.5456488728523254,0.5967552065849304,-0.009282647632062435,0.5119559168815613,0.5068845748901367,-0.025438325479626656,0.519544243812561,0.42165452241897583,-0.04223893955349922,0.5098992586135864,0.5872877836227417,-0.03321480378508568,0.4139310121536255,0.6243687868118286,-0.055752698332071304,0.44030827283859253,0.6526410579681396,-0.06362494826316833,0.47445058822631836,0.6453757286071777,-0.06592830270528793,0.5073890089988708,0.6572933793067932,-0.04636131227016449,0.42028912901878357,0.7013878226280212,-0.05988810211420059,0.4516516923904419,0.7206595540046692,-0.05211294814944267,0.484803706407547,0.7092357873916626,-0.04847774654626846,0.506069004535675,0.7350071668624878,-0.05855827406048775,0.4281759560108185,0.7641026973724365,-0.06908801198005676,0.4578079879283905,0.7802866697311401,-0.05153477191925049,0.4905407130718231,0.7715387344360352,-0.04102969542145729,0.5046617388725281,0.8109508156776428,-0.07000929117202759,0.4395759403705597,0.8231260776519775,-0.07416626811027527,0.4671146869659424,0.8331068754196167,-0.05826924741268158,0.4974329173564911,0.827763557434082,-0.04572957009077072
Thumbs Up,0.6529257297515869,0.8090380430221558,-3.0406849305109063e-07,0.6093194484710693,0.6989418864250183,0.0038914759643375874,0.5444405674934387,0.5905726552009583,-0.010981271043419838,0.5110248327255249,0.5010833740234375,-0.02809458039700985,0.5211117267608643,0.4156748652458191,-0.045969244092702866,0.5114656090736389,0.5809891223907471,-0.03527045622467995,0.41591501235961914,0.6215159893035889,-0.05880415812134743,0.4428996443748474,0.6496528387069702,-0.06732961535453796,0.4764229655265808,0.6406547427177429,-0.06997111439704895,0.5115575194358826,0.6504956483840942,-0.0485307015478611,0.4229723811149597,0.6987091302871704,-0.0626969039440155,0.4544050097465515,0.7186903357505798,-0.05487324297428131,0.4877161681652069,0.7067427635192871,-0.051068827509880066,0.5116975903511047,0.7283408045768738,-0.060855310410261154,0.4314439296722412,0.7622331976890564,-0.07154279947280884,0.46165013313293457,0.7790355086326599,-0.05379917100071907,0.49496057629585266,0.7690112590789795,-0.0431022122502327,0.5104856491088867,0.8052363395690918,-0.07247710973024368,0.44320735335350037,0.8202319145202637,-0.07625163346529007,0.4715481698513031,0.8304059505462646,-0.05993827059864998,0.5025526285171509,0.8240919709205627,-0.0471474751830101
Thumbs Up,0.649489164352417,0.8061030507087708,-2.871008746296866e-07,0.6062840223312378,0.6938565373420715,0.0039192987605929375,0.5431698560714722,0.5884305238723755,-0.01154614333063364,0.5108280181884766,0.49925491213798523,-0.029370587319135666,0.522398829460144,0.4137130379676819,-0.04850509390234947,0.5097222328186035,0.5844070315361023,-0.03639666363596916,0.4159965515136719,0.6254017949104309,-0.05860474333167076,0.44358405470848083,0.652629017829895,-0.06688795238733292,0.4779431223869324,0.6447572708129883,-0.06982933729887009,0.5102040767669678,0.6542849540710449,-0.04963858425617218,0.4249078035354614,0.7002925276756287,-0.061592403799295425,0.4548100233078003,0.7189857959747314,-0.0538775734603405,0.4875103831291199,0.70858234167099,-0.05118851736187935,0.5112919807434082,0.7320178747177124,-0.06169670447707176,0.43396463990211487,0.7620034217834473,-0.07053449004888535,0.4619664251804352,0.7776740789413452,-0.05345236137509346,0.4944280982017517,0.7692858576774597,-0.04408424720168114,0.5107977986335754,0.8079054951667786,-0.07303065061569214,0.443899929523468,0.8228753805160522,-0.07570848613977432,0.47033214569091797,0.8305622935295105,-0.059592001140117645,0.5007694363594055,0.8235106468200684,-0.04758429899811745
Thumbs Up,0.6523728966712952,0.8049487471580505,-2.7253167900198605e-07,0.6088996529579163,0.6936887502670288,0.003781313309445977,0.5435365438461304,0.5883759260177612,-0.01086045429110527,0.5109983086585999,0.5003169178962708,-0.027771135792136192,0.5250923037528992,0.41712889075279236,-0.045784514397382736,0.5097378492355347,0.5832326412200928,-0.03340670466423035,0.418832927942276,0.6267915964126587,-0.05544208362698555,0.4464433491230011,0.6522951126098633,-0.0639343336224556,0.4803268015384674,0.6424983739852905,-0.06699790805578232,0.5105457305908203,0.6536999344825745,-0.046607498079538345,0.42616939544677734,0.7011539340019226,-0.059611640870571136,0.4568052291870117,0.7182697653770447,-0.052645113319158554,0.48992523550987244,0.7066864967346191,-0.04966113716363907,0.5116654634475708,0.7318623661994934,-0.058794111013412476,0.4345948100090027,0.7636029720306396,-0.06881972402334213,0.46405544877052307,0.7777825593948364,-0.052331916987895966,0.49679768085479736,0.7683342695236206,-0.042629729956388474,0.5119327902793884,0.8081579208374023,-0.0702790766954422,0.4457036554813385,0.8231678009033203,-0.07391764968633652,0.4738589823246002,0.8307600617408752,-0.058140870183706284,0.504612922668457,0.8234528303146362,-0.04590483754873276
Thumbs Up,0.6538674831390381,0.8000794649124146,-2.71485220082468e-07,0.6128587126731873,0.6906909942626953,0.003536639269441366,0.547019362449646,0.5851315259933472,-0.010328450240194798,0.5125923156738281,0.49740320444107056,-0.02641472965478897,0.5253111124038696,0.4144064784049988,-0.0432966910302639,0.5090368986129761,0.5786998271942139,-0.03163314610719681,0.419427752494812,0.6238656640052795,-0.05426619574427605,0.44712725281715393,0.6482679843902588,-0.06281739473342896,0.48004525899887085,0.6362152099609375,-0.06548409163951874,0.5104787945747375,0.6481940150260925,-0.04432803764939308,0.42798277735710144,0.6976130604743958,-0.05815641209483147,0.45895203948020935,0.714122474193573,-0.05118350312113762,0.49131089448928833,0.7008692026138306,-0.04752012714743614,0.5118740797042847,0.7260802388191223,-0.05627376586198807,0.43731898069381714,0.7605490684509277,-0.06672787666320801,0.46632450819015503,0.7747632265090942,-0.05052653327584267,0.4979773461818695,0.7637991309165955,-0.040443457663059235,0.5120722055435181,0.8024563193321228,-0.06758140027523041,0.44724902510643005,0.8190602660179138,-0.07056501507759094,0.4747031033039093,0.8271607756614685,-0.05492503568530083,0.504991888999939,0.8193095326423645,-0.04249977320432663
Thumbs Up,0.6551733016967773,0.7967670559883118,-2.9303421911208716e-07,0.6150076389312744,0.6872732639312744,0.0041919187642633915,0.5493724346160889,0.5825289487838745,-0.008620264939963818,0.5142979025840759,0.49480026960372925,-0.02390359714627266,0.5265746116638184,0.41255781054496765,-0.039761535823345184,0.5132030844688416,0.5752123594284058,-0.030554093420505524,0.4218825101852417,0.6174226403236389,-0.05281861126422882,0.4493202567100525,0.6449732780456543,-0.06103240326046944,0.48259419202804565,0.635221004486084,-0.06359357386827469,0.5125657916069031,0.6439372301101685,-0.04329974949359894,0.43133193254470825,0.6914070844650269,-0.05704331025481224,0.4625493586063385,0.710044264793396,-0.0499236173927784,0.4944709241390228,0.6971463561058044,-0.046199288219213486,0.5125018358230591,0.7209367752075195,-0.0553261861205101,0.4404614269733429,0.7543543577194214,-0.06568388640880585,0.4700658619403839,0.7699441313743591,-0.04877820983529091,0.5014715790748596,0.7597096562385559,-0.03828122466802597,0.511437714099884,0.7967017889022827,-0.06677348166704178,0.4500988721847534,0.8104115128517151,-0.06959374248981476,0.477821946144104,0.8202417492866516,-0.05359937995672226,0.5072987079620361,0.8139034509658813,-0.04103703796863556
Thumbs Up,0.6540433764457703,0.7953693866729736,-2.791563815662812e-07,0.6129229068756104,0.6834699511528015,0.0034216269850730896,0.547629714012146,0.5774229168891907,-0.010930928401648998,0.5128202438354492,0.48918306827545166,-0.027138717472553253,0.5270410776138306,0.40551459789276123,-0.0444893017411232,0.5136933326721191,0.5721893310546875,-0.035649824887514114,0.42105355858802795,0.6179617643356323,-0.05714525654911995,0.4470405578613281,0.6453152298927307,-0.06428796797990799,0.479095995426178,0.6354869604110718,-0.06647107005119324,0.5141676664352417,0.6423023343086243,-0.04819004610180855,0.42886510491371155,0.6918306350708008,-0.061075471341609955,0.45855918526649475,0.7097872495651245,-0.053136225789785385,0.49094265699386597,0.6972679495811462,-0.04935723543167114,0.5150561928749084,0.7204868793487549,-0.05953017994761467,0.43816372752189636,0.7542980909347534,-0.06961981952190399,0.4664022624492645,0.7691331505775452,-0.052866850048303604,0.498094379901886,0.7588408589363098,-0.04286127910017967,0.514804482460022,0.7967044115066528,-0.07006334513425827,0.44805556535720825,0.8137170076370239,-0.07352381944656372,0.4755781590938568,0.8211906552314758,-0.05784567818045616,0.5061972141265869,0.8124163150787354,-0.045679785311222076
Thumbs Up,0.6512632369995117,0.801075279712677,-2.892926147524122e-07,0.6095457077026367,0.6895200610160828,0.002361621940508485,0.5451075434684753,0.5824000239372253,-0.011615395545959473,0.5129903554916382,0.4927486777305603,-0.027269309386610985,0.5254881978034973,0.40966251492500305,-0.04400310292840004,0.512665867805481,0.5782117247581482,-0.03518972545862198,0.419780433177948,0.6214028596878052,-0.055778466165065765,0.44536924362182617,0.6509863138198853,-0.0626305341720581,0.4783405363559723,0.6444095373153687,-0.06485607475042343,0.5123555064201355,0.6468744874000549,-0.04705227538943291,0.426777184009552,0.6960536241531372,-0.05934963375329971,0.45645132660865784,0.7162013649940491,-0.0518522709608078,0.48922255635261536,0.7053863406181335,-0.04863199219107628,0.5128718614578247,0.7236550450325012,-0.057782724499702454,0.436579167842865,0.7577012181282043,-0.06756116449832916,0.46518898010253906,0.7738282680511475,-0.05100603029131889,0.4970833659172058,0.7649886608123779,-0.04138535261154175,0.5127543807029724,0.7991890907287598,-0.06787726283073425,0.4477772116661072,0.8179775476455688,-0.07221495360136032,0.47589540481567383,0.8259419202804565,-0.05701131001114845,0.5061557292938232,0.8173480033874512,-0.045134223997592926
Thumbs Up,0.6542986631393433,0.8003567457199097,-2.6704066158345086e-07,0.6111125946044922,0.6908182501792908,0.0034692378249019384,0.544395387172699,0.5842752456665039,-0.011148163117468357,0.5127302408218384,0.4951567053794861,-0.027687659487128258,0.5239198803901672,0.4109300971031189,-0.045191675424575806,0.5086884498596191,0.5777897834777832,-0.03630627319216728,0.4162910580635071,0.6239152550697327,-0.05822441354393959,0.44443777203559875,0.6494911313056946,-0.0656416118144989,0.4774267077445984,0.638509213924408,-0.06810560077428818,0.5099383592605591,0.6472193598747253,-0.04949422553181648,0.4238063097000122,0.6970511674880981,-0.06287256628274918,0.45546677708625793,0.7139808535575867,-0.0549936443567276,0.48829084634780884,0.7017160654067993,-0.05141131952404976,0.5119936466217041,0.7247521877288818,-0.06152886524796486,0.43350911140441895,0.7590610384941101,-0.07215843349695206,0.46383005380630493,0.7731115221977234,-0.0549093633890152,0.4966191351413727,0.7632781267166138,-0.044654350727796555,0.5132597088813782,0.8011035323143005,-0.07279333472251892,0.44570261240005493,0.8182843923568726,-0.07769950479269028,0.47415944933891296,0.8249629735946655,-0.062221646308898926,0.5049957036972046,0.816443681716919,-0.049934662878513336
Thumbs Up,0.6551024317741394,0.7986147403717041,-2.538702119636582e-07,0.6096863746643066,0.6883074045181274,0.004271084908396006,0.5425394773483276,0.5815657377243042,-0.010584899224340916,0.5104838013648987,0.49256017804145813,-0.027923716232180595,0.5261815786361694,0.4075183570384979,-0.046615082770586014,0.5080064535140991,0.5780963897705078,-0.03304145857691765,0.4175410270690918,0.6219482421875,-0.05473198741674423,0.444898784160614,0.6485350131988525,-0.06342414021492004,0.47774118185043335,0.6374750137329102,-0.06690783053636551,0.5090261697769165,0.6475902199745178,-0.046506572514772415,0.42451202869415283,0.6964172720909119,-0.059350740164518356,0.4555339813232422,0.7136816382408142,-0.05224819853901863,0.48883068561553955,0.7006165981292725,-0.04900568351149559,0.5111876726150513,0.725361704826355,-0.058897409588098526,0.4341883659362793,0.7601801156997681,-0.06827303022146225,0.4637051820755005,0.7742173671722412,-0.052011433988809586,0.4966881573200226,0.7630200386047363,-0.04242829978466034,0.5125691294670105,0.8013672232627869,-0.07056012004613876,0.4455792307853699,0.8188876509666443,-0.0729830414056778,0.4732974171638489,0.8261889815330505,-0.05699877813458443,0.5045689940452576,0.8174524307250977,-0.04474629834294319
Thumbs Up,0.6589440107345581,0.7998154163360596,-2.610038620787236e-07,0.6124911308288574,0.6919688582420349,0.003670860081911087,0.5436256527900696,0.5836031436920166,-0.011258560232818127,0.5110288262367249,0.49447888135910034,-0.02839558571577072,0.5254990458488464,0.41009339690208435,-0.046579230576753616,0.5116130709648132,0.5784746408462524,-0.034930720925331116,0.41979098320007324,0.62131267786026,-0.05699640139937401,0.4459397792816162,0.648052990436554,-0.06487762928009033,0.4787944257259369,0.6375527381896973,-0.0675591304898262,0.5136665105819702,0.6478307843208313,-0.048390746116638184,0.42636388540267944,0.6946269273757935,-0.06224289909005165,0.4559415578842163,0.7131864428520203,-0.05511261522769928,0.48925626277923584,0.7013855576515198,-0.051522146910429,0.5156499147415161,0.7257398366928101,-0.06070403754711151,0.4357362389564514,0.7596843242645264,-0.07100170105695724,0.46502459049224854,0.7746785283088684,-0.05415238440036774,0.4981064200401306,0.764473557472229,-0.04388543218374252,0.516585111618042,0.8021231293678284,-0.07227896898984909,0.4477843642234802,0.8186981678009033,-0.07549935579299927,0.4758133888244629,0.8263492584228516,-0.05921649932861328,0.5070844888687134,0.8183414340019226,-0.04657581076025963
Thumbs Up,0.6567418575286865,0.8011224269866943,-2.7974283511866815e-07,0.6122159957885742,0.6906262040138245,0.0037990943528711796,0.5451112389564514,0.5825462937355042,-0.010718116536736488,0.5116364359855652,0.49384331703186035,-0.027405181899666786,0.5270888209342957,0.41044366359710693,-0.0454975850880146,0.5140817761421204,0.5784740447998047,-0.03481465205550194,0.42267340421676636,0.6210076808929443,-0.05601084977388382,0.44784584641456604,0.6475712656974792,-0.0634908378124237,0.47988125681877136,0.6377981901168823,-0.06613561511039734,0.5156727433204651,0.6477982401847839,-0.0477481372654438,0.4297085106372833,0.6947722434997559,-0.0603763572871685,0.45892801880836487,0.7138989567756653,-0.052890874445438385,0.49178826808929443,0.7029361128807068,-0.04959431663155556,0.5170729160308838,0.725161612033844,-0.059446923434734344,0.4385107457637787,0.7584898471832275,-0.06845492869615555,0.46758314967155457,0.7740104794502258,-0.051749054342508316,0.5002143979072571,0.7645533680915833,-0.04224039614200592,0.5170359015464783,0.8011410236358643,-0.07043901830911636,0.45017340779304504,0.8182504773139954,-0.07284032553434372,0.477865993976593,0.8262994885444641,-0.05693655461072922,0.5084390640258789,0.8181018829345703,-0.04505890980362892
